Dataset,OMOP Concept ID,Domain,Patient Count,Event Count,Description,Terminology,Source Code,Concept Type,Standard OMOP Concept,Mental Disability,Physical Issues,County,Healthcare Facility Type
CPRD AURUM,4152170,Condition,235,254,Fetal or neonatal effect of maternal polyhydramnios,SNOMED,268798004,Standard,4152170.0,No,Yes,Lamu,Health Center
CPRD AURUM,4153441,Condition,163,173,Fetal or neonatal effect of breech delivery and extraction,SNOMED,268808004,Source,43530903.0,No,Yes,Tana River,Health Center
CPRD AURUM,4153443,Condition,26,30,Fetal or neonatal effect of abnormal uterine contractions,SNOMED,268811003,Standard,4153443.0,No,Yes,Tana River,County Hospital
CPRD AURUM,4153444,Condition,64,83,Fetal or neonatal effect of uterine inertia or dysfunction,SNOMED,268812005,Standard,4153444.0,No,Yes,Mombasa,Health Center
CPRD AURUM,4153454,Condition,80,82,Aspiration of liquor or mucus in newborn,SNOMED,268832006,Standard,4153454.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,4153574,Condition,212,279,Neonatal diarrhea,SNOMED,268850004,Standard,4153574.0,No,Yes,Kilifi,Health Center
CPRD AURUM,4154619,Procedure,346169,582005,Child examination: development,SNOMED,271404001,Standard,4154619.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,4156962,Procedure,42,42,Dynamic non-imaging isotope study: brain,SNOMED,271455008,Standard,4156962.0,No,Yes,Kilifi,Health Center
CPRD AURUM,4157259,Measurement,45,51,Denver developmental subscale - gross motor,SNOMED,273396001,Standard,4157259.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,4157260,Measurement,44,50,Denver developmental subscale - personal/social,SNOMED,273398000,Standard,4157260.0,No,Yes,Kilifi,Health Center
CPRD AURUM,4159157,Condition,223,282,Disorder of tooth development,SNOMED,371136004,Standard,4159157.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,4159563,Measurement,48,70,Denver development scale screening test,SNOMED,273400001,Standard,4159563.0,No,Yes,Taita Taveta,Private Clinic
CPRD AURUM,4162723,Condition,612,873,Cognitive function finding,SNOMED,373930000,Standard,4162723.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,4164827,Measurement,44,50,Denver developmental subscale - language,SNOMED,273397005,Standard,4164827.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,4165529,Condition,282,1037,"Coloboma, heart malformation, choanal atresia, retardation of growth and development, genital abnormalities, and ear malformations association",SNOMED,47535005,Standard,4165529.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,4166056,Condition,23,32,Celiac infantilism,SNOMED,45259000,Source,194992.0,No,Yes,Kwale,County Hospital
CPRD AURUM,4167206,Condition,128716,141526,Magnetic resonance imaging of brain normal,SNOMED,416318006,Standard,4167206.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,4167752,Measurement,44,50,Denver developmental subscale - fine motor/adaptive,SNOMED,273399008,Standard,4167752.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,4168318,Condition,14046,21246,Genetic disorder carrier,SNOMED,47461006,Standard,4168318.0,No,Yes,Kilifi,Health Center
CPRD AURUM,4169488,Measurement,99,103,Test of language development 2,SNOMED,273871008,Standard,4169488.0,No,Yes,Mombasa,Health Center
CPRD AURUM,4169641,Measurement,660,849,Developmental handicap screening,SNOMED,275976000,Standard,4169641.0,No,Yes,Mombasa,Health Center
CPRD AURUM,4169915,Condition,1286,1742,Vomiting in newborn,SNOMED,48000002,Standard,4169915.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,4170445,Condition,36,38,Neonatal jaundice due to deficiency of enzyme system for bilirubin conjugation,SNOMED,275360003,Standard,4170445.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,4170869,Condition,35,38,Dehydration fever in newborn,SNOMED,49513005,Standard,4170869.0,No,Yes,Taita Taveta,Mission Hospital
CPRD AURUM,4170971,Observation,22,37,Perinatal and neonatal death,SNOMED,276503009,Standard,4170971.0,No,Yes,Tana River,County Hospital
CPRD AURUM,4171095,Condition,78,103,Prolonged newborn physiological jaundice,SNOMED,276550000,Standard,4171095.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,4171115,Condition,6767,7832,Low birth weight infant,SNOMED,276610007,Standard,4171115.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,4171250,Condition,59,69,Neonatal viral conjunctivitis,SNOMED,276682008,Standard,4171250.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,4171358,Observation,328,360,Slow feeding in newborn,SNOMED,49415001,Standard,4171358.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,4171420,Observation,2212,2277,FH: Brain disorder,SNOMED,275940001,Standard,4171420.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,4172307,Condition,8331,10025,Neonatal acne,SNOMED,49706007,Standard,4172307.0,No,Yes,Tana River,Health Center
CPRD AURUM,4172710,Measurement,787,893,Infant length,SNOMED,276351002,Standard,4172710.0,No,Yes,Lamu,Health Center
CPRD AURUM,4172864,Condition,150,176,Neonatal cardiac failure,SNOMED,276514007,Standard,4172864.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,4172865,Condition,128,134,Transient myocardial ischemia of newborn,SNOMED,276517000,Standard,4172865.0,No,Yes,Mombasa,Health Center
CPRD AURUM,4172867,Condition,276,293,Neonatal hypotension,SNOMED,276519002,Standard,4172867.0,No,Yes,Lamu,County Hospital
CPRD AURUM,4173002,Condition,31,40,Perinatal disorder of growth and/or development,SNOMED,276603001,Standard,4173002.0,No,Yes,Tana River,Health Center
CPRD AURUM,4173168,Observation,148,205,Late neonatal death,SNOMED,276505002,Standard,4173168.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,4173170,Condition,83,90,Neonatal dysrhythmia,SNOMED,276513001,Standard,4173170.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,4173175,Condition,22,26,Newborn thermal injury,SNOMED,276528001,Standard,4173175.0,No,Yes,Taita Taveta,Mission Hospital
CPRD AURUM,4173178,Condition,67,70,Neonatal aspiration of mucus,SNOMED,276541002,Standard,4173178.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,4173180,Condition,16455,18260,Newborn physiological jaundice,SNOMED,276549000,Standard,4173180.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,4173186,Condition,24,27,Iatrogenic neonatal hypoglycemia,SNOMED,276562001,Standard,4173186.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,4173323,Condition,388,433,Extremely low birth weight infant,SNOMED,276612004,Standard,4173323.0,No,Yes,Lamu,County Hospital
CPRD AURUM,4173347,Observation,24,31,Poor feeding of newborn,SNOMED,276717003,Standard,4173347.0,No,Yes,Kilifi,Health Center
CPRD AURUM,4173577,Condition,159,209,Kernicterus of newborn,SNOMED,50143004,Standard,4173577.0,No,Yes,Kilifi,Health Center
CPRD AURUM,4173659,Condition,75,115,"Apraxia, developmental",SNOMED,275271004,Standard,4173659.0,No,Yes,Taita Taveta,Mission Hospital
CPRD AURUM,4174302,Condition,196,252,Neonatal infection of the eye,SNOMED,276675009,Standard,4174302.0,No,Yes,Kwale,Health Center
CPRD AURUM,4178132,Observation,41,155,Infantile fibrosarcoma,SNOMED,52040006,Standard,4178132.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,4180908,Condition,225,1321,Malignant neoplasm of brainstem,SNOMED,363473003,Standard,4180908.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,4182419,Condition,84,312,Late effect of traumatic injury to brain,SNOMED,429656004,Standard,4182419.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,4186720,Condition,1293,1564,Benign neonatal sleep myoclonus,SNOMED,413638006,Standard,4186720.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,4188150,Observation,210,238,History of neonatal abstinence syndrome,SNOMED,414372001,Standard,4188150.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,4190387,Procedure,275,276,Radioisotope brain imaging,SNOMED,41440006,Standard,4190387.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,4190557,Observation,412,443,Clinical cytogenetics and molecular genetics,SNOMED,394804000,Standard,4190557.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,4190804,Procedure,92,226,Insertion of auditory implant to brainstem,SNOMED,390781007,Standard,4190804.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,4191702,Procedure,640,721,Cognitive analytic therapy,SNOMED,390773006,Standard,4191702.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,4191938,Condition,3582,4093,O/E - Umbilical stump - neonatal,SNOMED,395186008,Standard,4191938.0,No,Yes,Lamu,County Hospital
CPRD AURUM,4192271,Observation,116,132,Postneonatal death,SNOMED,391100008,Standard,4192271.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,4196362,Procedure,29682,39448,Genetic counseling,SNOMED,79841006,Standard,4196362.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,4197188,Observation,22,26,Operation on brain planned,SNOMED,432796004,Standard,4197188.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,4198705,Condition,2713,3284,Jittery newborn,SNOMED,51402000,Standard,4198705.0,No,Yes,Kwale,County Hospital
CPRD AURUM,4200516,Condition,24,32,Lesion of brain,SNOMED,301766008,Standard,4200516.0,No,Yes,Lamu,County Hospital
CPRD AURUM,4201384,Condition,3111,3638,Finding of infant milestone,SNOMED,302088004,Standard,4201384.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,4202170,Observation,695,1033,Child development status,SNOMED,308402004,Standard,4202170.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,4202324,Procedure,126,135,Brain examination,SNOMED,308712007,Standard,4202324.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,4202549,Observation,6778,13805,Suspected brain tumor,SNOMED,315263004,Standard,4202549.0,No,Yes,Lamu,Health Center
CPRD AURUM,4203274,Observation,65013,84390,Referral to geneticist,SNOMED,308469005,Standard,4203274.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,4203739,Observation,97,116,Child development recall,SNOMED,308405002,Standard,4203739.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,4207827,Observation,540,669,Newborn regurgitation of food,SNOMED,55331005,Standard,4207827.0,No,Yes,Tana River,Health Center
CPRD AURUM,4208967,Procedure,39771,63079,Infant weaning education,SNOMED,313209004,Standard,4208967.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,4212260,Condition,244073,256036,Term infant,SNOMED,57891003,Standard,4212260.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,4212326,Condition,3977,5261,Neonatal Abstinence Syndrome,SNOMED,414819007,Standard,4212326.0,No,Yes,Tana River,County Hospital
CPRD AURUM,4212884,Condition,70,81,Disorder of cellular component of blood in newborn,SNOMED,414023003,Standard,4212884.0,No,Yes,Lamu,Health Center
CPRD AURUM,4213100,Condition,85,105,Fetal or neonatal effect of maternal transmission of substance,SNOMED,414248009,Standard,4213100.0,No,Yes,Taita Taveta,Mission Hospital
CPRD AURUM,4214804,Procedure,109576,127534,Neonatal hearing test,SNOMED,417491009,Standard,4214804.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,4214961,Condition,88,93,At risk for sudden infant death syndrome,SNOMED,392562007,Standard,4214961.0,No,Yes,Lamu,Health Center
CPRD AURUM,4215121,Observation,27713,40281,Clinical genetics,SNOMED,394580004,Standard,4215121.0,No,Yes,Tana River,Health Center
CPRD AURUM,4215807,Condition,23,26,Infective pneumonia acquired prenatally,SNOMED,71926009,Standard,4215807.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,4216011,Procedure,87,87,Exploration of brain,SNOMED,39704007,Standard,4216011.0,No,Yes,Lamu,Mission Hospital
CPRD AURUM,4216460,Procedure,7722,11847,Infant massage health education,SNOMED,395127001,Standard,4216460.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,4216798,Procedure,9804,13253,Child examination: gait development,SNOMED,395691005,Standard,4216798.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,4217242,Observation,164,167,Infant feeding at 4 months,SNOMED,417489001,Standard,4217242.0,No,Yes,Kwale,Health Center
CPRD AURUM,4221399,Condition,6169,7143,Neonatal jaundice due to delayed conjugation from breast milk inhibitor,SNOMED,82696006,Standard,4221399.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,4222294,Observation,3762,3930,Routine care of newborn,SNOMED,8390008,Standard,4222294.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,4225723,Condition,104,136,"Fetal or neonatal effect of complication of placenta, cord and/or membranes",SNOMED,84880007,Standard,4225723.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,4230161,Observation,954,1588,Infant massage,SNOMED,406147003,Standard,4230161.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,4230790,Observation,104,112,Muscular endurance development exercise,SNOMED,88965008,Standard,4230790.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,4231742,Condition,283,489,Infantile posthemorrhagic hydrocephalus,SNOMED,359634001,Standard,4231742.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,4233043,Condition,2118,2774,GDS level 1 - no cognitive decline,SNOMED,407629001,Standard,4233043.0,No,Yes,Kilifi,Health Center
CPRD AURUM,4233045,Condition,1827,2437,GDS level 5 - moderately severe cognitive decline,SNOMED,407633008,Standard,4233045.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,4233425,Condition,207,248,Acquired periventricular cysts of newborn,SNOMED,359621002,Standard,4233425.0,No,Yes,Taita Taveta,Mission Hospital
CPRD AURUM,4235377,Observation,76699,119662,Seen in genetic clinic,SNOMED,440681001,Standard,4235377.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,4236296,Condition,2086,3370,GDS level 6 - severe cognitive decline,SNOMED,407634002,Standard,4236296.0,No,Yes,Lamu,Mission Hospital
CPRD AURUM,4236297,Condition,546,961,GDS level 7 - very severe cognitive decline,SNOMED,407635001,Standard,4236297.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,4236309,Condition,40639,46731,Magnetic resonance imaging of brain abnormal,SNOMED,407669000,Standard,4236309.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,4236310,Condition,89316,102445,Computed tomography of brain abnormal,SNOMED,407670004,Standard,4236310.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,4236759,Condition,525148,1052865,Infantile eczema,SNOMED,90823000,Standard,4236759.0,No,Yes,Kilifi,Health Center
CPRD AURUM,4237017,Measurement,49,53,Genetic test,SNOMED,405824009,Standard,4237017.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,4237225,Observation,16428,18862,Newborn care service,SNOMED,9153009,Standard,4237225.0,No,Yes,Kilifi,Health Center
CPRD AURUM,4246451,Condition,5092,12500,Secondary malignant neoplasm of brain,SNOMED,94225005,Standard,4246451.0,No,Yes,Taita Taveta,Private Clinic
CPRD AURUM,4247111,Procedure,36108,92826,Recommendation to caregiver regarding child's development program,SNOMED,408429008,Standard,4247111.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,4247112,Procedure,95710,142436,Recommendation to caregiver regarding prevention of sudden infant death syndrome,SNOMED,408433001,Standard,4247112.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,4248666,Observation,3086,3253,CT scan brain declined,SNOMED,408567009,Standard,4248666.0,No,Yes,Tana River,County Hospital
CPRD AURUM,4249474,Condition,10547,17116,Generalized seborrheic dermatitis of infants,SNOMED,7297005,Standard,4249474.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,4250117,Condition,796,978,GDS level 2 - very mild cognitive decline,SNOMED,407630006,Standard,4250117.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,4250118,Condition,2121,2842,GDS level 4 - moderate cognitive decline,SNOMED,407632003,Standard,4250118.0,No,Yes,Tana River,Health Center
CPRD AURUM,4253307,Condition,1624,2066,GDS level 3 - mild cognitive decline,SNOMED,407631005,Standard,4253307.0,No,Yes,Tana River,Health Center
CPRD AURUM,4254211,Condition,3365,25484,Infantile autism,SNOMED,408857007,Standard,4254211.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,4256758,Condition,219216,242676,CT scan brain - normal,SNOMED,408568004,Standard,4256758.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,4262290,Procedure,404,1230,Implantation of electronic stimulator in brain,SNOMED,35797001,Standard,4262290.0,No,Yes,Kwale,County Hospital
CPRD AURUM,4262580,Condition,409,643,Primary sleep apnea of newborn,SNOMED,361208003,Standard,4262580.0,No,Yes,Lamu,County Hospital
CPRD AURUM,4264629,Condition,41,43,Petechiae in fetus OR newborn,SNOMED,60822000,Standard,4264629.0,No,Yes,Kilifi,Health Center
CPRD AURUM,4264997,Observation,5673,6443,Infant feeding method - finding,SNOMED,364769008,Standard,4264997.0,No,Yes,Kwale,County Hospital
CPRD AURUM,4266536,Condition,158,219,Delayed articulatory and language development,SNOMED,62415009,Standard,4266536.0,No,Yes,Tana River,Health Center
CPRD AURUM,4268774,Condition,99,143,Infantile nephropathic cystinosis,SNOMED,62332007,Standard,4268774.0,No,Yes,Taita Taveta,Mission Hospital
CPRD AURUM,4271048,Observation,669,1143,Muscular strength development exercise,SNOMED,6397004,Standard,4271048.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,4271779,Observation,3355,3444,Infant feeding at 6 weeks - finding,SNOMED,364771008,Standard,4271779.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,4273764,Condition,44,63,Infantile malignant osteopetrosis,SNOMED,367489004,Standard,4273764.0,No,Yes,Taita Taveta,Mission Hospital
CPRD AURUM,4273848,Condition,54,65,Neonatal hypoparathyroidism,SNOMED,63981007,Standard,4273848.0,No,Yes,Lamu,Health Center
CPRD AURUM,4273850,Condition,191,319,Brain stem herniation,SNOMED,63986002,Standard,4273850.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,4283942,Condition,3274,4940,Bronchopulmonary dysplasia of newborn,SNOMED,67569000,Standard,4283942.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,4284267,Procedure,1419,1943,Partial lobectomy of brain,SNOMED,67402009,Standard,4284267.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,4297400,Condition,60894,112889,Mild cognitive disorder,SNOMED,386805003,Standard,4297400.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,4300236,Condition,73,95,Neonatal systemic candidiasis,SNOMED,403000003,Standard,4300236.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,4301075,Procedure,575,1520,Cognitive stimulation,SNOMED,386241007,Standard,4301075.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,4302027,Condition,516,585,Neonatal dehydration,SNOMED,78812008,Standard,4302027.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,4304938,Condition,2994,3703,Developmental articulation disorder,SNOMED,386701004,Standard,4304938.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,4307303,Observation,2016,2816,Early neonatal death,SNOMED,391181005,Standard,4307303.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,4309154,Condition,111,206,Anoxic brain damage complication,SNOMED,213208008,Standard,4309154.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,4309491,Condition,44,44,Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level,SNOMED,213383004,Standard,4309491.0,No,Yes,Tana River,County Hospital
CPRD AURUM,4313365,Condition,373,1078,Neoplasm of uncertain behavior of brain,SNOMED,94767002,Standard,4313365.0,No,Yes,Lamu,County Hospital
CPRD AURUM,4316224,Condition,2253,4173,Brain stem infarction,SNOMED,95457000,Standard,4316224.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,4316373,Condition,63,90,Neonatal lupus erythematosus,SNOMED,95609003,Standard,4316373.0,No,Yes,Taita Taveta,Private Clinic
CPRD AURUM,4317960,Condition,137,152,Neonatal respiratory failure,SNOMED,95619009,Standard,4317960.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,4319457,Condition,3102,3573,Neonatal apneic attack,SNOMED,95616002,Standard,4319457.0,No,Yes,Tana River,Health Center
CPRD AURUM,4320940,Condition,138,154,Hyperthermia in newborn,SNOMED,70612009,Standard,4320940.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,4322190,Condition,76,130,Perinatal jaundice due to fetal OR neonatal hepatitis,SNOMED,9936001,Standard,4322190.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,4323283,Procedure,1497,2568,Operation on brain,SNOMED,70586009,Standard,4323283.0,No,Yes,Taita Taveta,Mission Hospital
CPRD AURUM,4323896,Procedure,3054,3961,Stereotactic radiosurgery of brain tissue,SNOMED,429584001,Standard,4323896.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,4324051,Measurement,59475,77140,Newborn blood spot screening,SNOMED,428447008,Standard,4324051.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,4324213,Procedure,7363,7910,Computerized cognitive behavioral therapy,SNOMED,429329005,Standard,4324213.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,4326026,Observation,6131,6492,Family history of neoplasm of brain,SNOMED,430090006,Standard,4326026.0,No,Yes,Lamu,Health Center
CPRD AURUM,4327033,Condition,49,52,Transient neonatal hypertyrosinemia,SNOMED,75387001,Standard,4327033.0,No,Yes,Kilifi,Health Center
CPRD AURUM,4328150,Procedure,1893,2061,Radioisotope imaging dopamine receptor site of brain,SNOMED,431321004,Standard,4328150.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,4328436,Condition,9419,15154,Gross motor development delay,SNOMED,430099007,Standard,4328436.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,4337102,Condition,189,197,Neonatal hypomagnesemia,SNOMED,87898000,Standard,4337102.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,4344630,Observation,742,974,Infant death,SNOMED,240297000,Standard,4344630.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,4344631,Observation,212,255,Bottle feeding problem in the newborn,SNOMED,240300005,Standard,4344631.0,No,Yes,Tana River,Health Center
CPRD AURUM,4345345,Condition,158,205,Neonatal alloimmune thrombocytopenia,SNOMED,240305000,Standard,4345345.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,4345684,Observation,15098,18788,Breastfeeding problem in the newborn,SNOMED,240301009,Standard,4345684.0,No,Yes,Lamu,Mission Hospital
CPRD AURUM,4345686,Condition,52,55,Late neonatal hypocalcemia,SNOMED,240307008,Standard,4345686.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,4345688,Condition,205,289,Intracerebral hemorrhage in fetus or newborn,SNOMED,240313004,Standard,4345688.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,4346511,Procedure,275,276,Brain isotope studies,SNOMED,241284007,Source,4190387.0,No,Yes,Lamu,County Hospital
CPRD AURUM,4347422,Condition,3928,4701,Infantile gastroenteritis,SNOMED,240332005,Standard,4347422.0,No,Yes,Kwale,County Hospital
CPRD AURUM,21185584,Drug,50,52,Hidrasec Infants 10mg granules sachets,dm+d,2.14E+16,Source,40738916.0,No,Yes,Lamu,Mission Hospital
CPRD AURUM,21219325,Drug,7475,15426,Dentinox Infant colic drops,dm+d,2.85E+13,Source,40732382.0,No,Yes,Lamu,Health Center
CPRD AURUM,21220404,Device,74295,228278,"Colief 50,000units/g infant drops",dm+d,8.16E+15,Standard,21220404.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,21238059,Drug,522230,1765161,Gaviscon Infant oral powder sachets,dm+d,3.37E+15,Source,40744098.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,21256231,Drug,28517,51045,Calpol Infant 120mg/5ml oral suspension sugar free,dm+d,6.77E+14,Source,40721107.0,No,Yes,Lamu,Mission Hospital
CPRD AURUM,21275437,Drug,2987,4564,Konakion Neonatal 1mg/0.5ml solution for injection ampoules,dm+d,3.88E+15,Source,35785664.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,21294229,Drug,105,119,Narcan Neonatal 40micrograms/2ml solution for injection ampoules,dm+d,4.47E+15,Source,40717976.0,No,Yes,Mombasa,Health Center
CPRD AURUM,21338411,Device,37,135,Pelican Select ileostomy bag neonatal,dm+d,6.88E+15,Source,45994716.0,No,Yes,Tana River,County Hospital
CPRD AURUM,21348553,Device,919,5205,Nova Infant ileostomy bag,dm+d,6.42E+15,Source,45992534.0,No,Yes,Kwale,County Hospital
CPRD AURUM,21371073,Device,112,477,"Confidence Comfort ileostomy bag with filter, overlap and Flexifit wafer, neonatal",dm+d,2.19E+16,Source,46048228.0,No,Yes,Kwale,County Hospital
CPRD AURUM,21390235,Device,186,3227,PKU Anamix Infant powder,dm+d,1.56E+16,Source,46024264.0,No,Yes,Tana River,County Hospital
CPRD AURUM,21390357,Device,51,53,OptiChamber Advantage with small mask infants-18 months,dm+d,1.65E+16,Source,46027667.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,21429998,Device,313,1503,Nova Infant ileostomy bag,dm+d,6.42E+15,Source,45992531.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,21440432,Device,32,143,"Pelican Select Afresh ileostomy bag with filter, neonatal",dm+d,6.96E+15,Source,45995116.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,21440980,Device,115,162,DermaSilk facial mask infant,dm+d,1.17E+16,Source,46010443.0,No,Yes,Mombasa,Health Center
CPRD AURUM,21441022,Device,124,649,"Pouchkins ileostomy bag with Lock 'n' Roll closure, infant",dm+d,1.21E+16,Source,46011699.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,21450606,Device,205,1023,"Pelican Select Afresh ileostomy bag with filter, neonatal",dm+d,6.96E+15,Source,45995112.0,No,Yes,Kwale,Health Center
CPRD AURUM,21452485,Device,55,62,Fisio Chamber Vision with infant mask 0-3 years,dm+d,2.27E+16,Source,46050734.0,No,Yes,Lamu,Health Center
CPRD AURUM,35609721,Measurement,43,49,6CIT - Six Item Cognitive Impairment Test,SNOMED,1.09E+15,Standard,35609721.0,No,Yes,Tana River,Health Center
CPRD AURUM,35609722,Observation,280573,394020,6CIT (Six Item Cognitive Impairment Test) total score,SNOMED,1.09E+15,Standard,35609722.0,No,Yes,Tana River,County Hospital
CPRD AURUM,35609747,Condition,1019,1079,Automated auditory brainstem response test left ear clear response,SNOMED,1.09E+15,Standard,35609747.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,35609749,Condition,1024,1086,Automated auditory brainstem response test right ear clear response,SNOMED,1.09E+15,Standard,35609749.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,35609750,Condition,79,90,Automated auditory brainstem response test left ear no clear response,SNOMED,1.09E+15,Standard,35609750.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,35609751,Condition,68,78,Automated auditory brainstem response test right ear no clear response,SNOMED,1.09E+15,Standard,35609751.0,No,Yes,Tana River,Health Center
CPRD AURUM,35624226,Condition,11753,14723,Constantly crying infant,SNOMED,766877008,Standard,35624226.0,No,Yes,Kwale,Health Center
CPRD AURUM,36674511,Condition,40558,44709,Neonatal clicking hip,SNOMED,778014002,Standard,36674511.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,36675035,Condition,130628,191557,Prematurity of infant,SNOMED,771299009,Standard,36675035.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,36684278,Condition,22,42,Acquired hydrocephalus of newborn,SNOMED,782432008,Standard,36684278.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,36684973,Observation,12434,16592,Montreal cognitive assessment score,SNOMED,4.60E+14,Standard,36684973.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,37019027,Measurement,279,287,Oxford Cognitive Screen,SNOMED,713198003,Standard,37019027.0,No,Yes,Tana River,County Hospital
CPRD AURUM,37109663,Condition,48,107,Infantile spasm,SNOMED,723437000,Standard,37109663.0,No,Yes,Kilifi,Mission Hospital
